Turnout,VolandovPercent
0.6724,0.6652
0.7246,0.6785
0.6713,0.654
0.7007,0.6843
0.5122,0.6219
0.7412,0.6551
0.6432,0.658
0.7033,0.6601
0.5945,0.6217
0.6248,0.6177
0.6031,0.6625
0.6492,0.6299
0.7472,0.6917
0.6322,0.6576
0.6796,0.6645
0.7246,0.7203
0.723,0.6652
0.8011,0.6814
0.5638,0.6069
0.6875,0.6441
0.7029,0.669
0.4964,0.6068
0.5834,0.6413
0.6275,0.6507
0.5212,0.5913
0.6254,0.6282
0.6047,0.6442
0.681,0.6456
0.7079,0.6162
0.6169,0.6272
0.5832,0.6131
0.6654,0.6233
0.5847,0.5756
0.6931,0.6377
0.5453,0.6117
0.4765,0.5839
0.6306,0.6043
0.5499,0.5681
0.6776,0.6305
0.6172,0.6395
0.6512,0.6224
0.5017,0.6105
0.5101,0.6101
0.6159,0.6318
0.7074,0.6732
0.5683,0.5656
0.6296,0.65
0.5671,0.6627
0.6887,0.6586
0.5982,0.5856
0.6161,0.6122
0.6222,0.6352
0.6698,0.6737
0.576,0.6249
0.6559,0.6161
0.6275,0.6421
0.7713,0.7179
0.6295,0.6052
0.7006,0.6519
0.6811,0.6728
0.6801,0.6371
0.5762,0.6497
0.6467,0.6175
0.5149,0.5562
0.7103,0.6765
0.7055,0.6365
0.6133,0.6285
0.6333,0.6228
0.6074,0.6274
0.632,0.672
0.5787,0.5838
0.6279,0.6325
0.653,0.6329
0.5605,0.6144
0.5766,0.5841
0.6657,0.6176
0.5455,0.5548
0.4556,0.5635
0.5393,0.5322
0.6041,0.5676
0.5026,0.5572
0.5979,0.589
0.507,0.519
0.4979,0.5514
0.5936,0.6051
0.5773,0.5786
0.5488,0.5569
0.649,0.6248
0.643,0.5798
0.438,0.5629
0.4432,0.5086
0.5656,0.5521
0.5433,0.5833
0.542,0.5476
0.5731,0.5906
0.6148,0.5472
0.4672,0.5259
0.4627,0.5367
0.5121,0.5079
0.6667,0.643
0.6608,0.5563
0.574,0.5978
0.5842,0.6159
0.5861,0.6199
0.6148,0.5912
0.603,0.6199
0.6105,0.6141
0.6617,0.601
0.5643,0.5545
0.4883,0.5464
0.5019,0.5753
0.5325,0.609
0.6017,0.5903
0.631,0.5982
0.5348,0.5942
0.5913,0.6006
0.5753,0.5781
0.5692,0.538
0.6125,0.6394
0.6389,0.609
0.6435,0.6174
0.5203,0.5276
0.6617,0.6019
0.5395,0.5797
0.5459,0.5392
0.58,0.5874
0.5971,0.5988
0.5677,0.6174
0.5945,0.5931
0.6811,0.6357
0.7077,0.6539
0.5335,0.6123
0.6427,0.5941
0.5354,0.5769
0.6203,0.5855
0.999,0.751
0.987,0.752
0.986,0.753
0.977666667,0.754
0.971166667,0.7501
0.964666667,0.75
0.958166667,0.7503
0.951666667,0.751
0.945166667,0.752
0.938666667,0.753
0.997,0.754
0.998,0.7501
0.997,0.75
0.998,0.7503
0.997,0.751
0.998,0.752
0.997,0.753
0.998,0.754
0.997,0.7501
0.998,0.75
0.997,0.7503
0.998,0.751
0.997,0.752
0.998,0.753
0.997,0.754
0.998,0.7501
0.6349,0.75
0.6163,0.7503
0.6114,0.751
0.4212,0.752
0.6247,0.753
0.5592,0.754
0.6132,0.7501
0.6217,0.75
0.584,0.7503
0.6473,0.751
0.6932,0.752
0.5981,0.753
0.632,0.754
0.6122,0.7501
0.6086,0.75
0.5867,0.7503
0.6141,0.7503
0.6535,0.751
0.7139,0.752
0.6304,0.753
0.6525,0.754
0.6176,0.7501
0.6131,0.75
0.6225,0.7503
0.5893,0.6452
0.5401,0.6278
0.6048,0.6273
0.6093,0.622
0.5413,0.6077
0.5874,0.5967
0.6001,0.6127
0.635,0.6551
0.6954,0.6532
0.5892,0.6318
0.554,0.5867
0.6669,0.6221
0.6104,0.6231
0.6597,0.6352
0.6587,0.6106
0.6479,0.5918
0.6803,0.5663
0.575,0.5929
0.6165,0.5687
0.5393,0.5235
0.4402,0.5764
0.5493,0.5583
0.5066,0.5812
0.6545,0.5877
0.5586,0.5364
0.658,0.6196
0.5664,0.5905
0.5969,0.6439
0.6463,0.5714
0.4785,0.5498
0.6409,0.5741
0.5804,0.5681
0.5217,0.5654
0.5532,0.5637
0.6149,0.6289
0.6382,0.6492
0.588,0.6104
0.7216,0.5865
0.577,0.5914
0.6394,0.5808
0.6355,0.5821
0.8471,0.7374
0.6764,0.6528
0.6467,0.6961
0.6835,0.6781
0.6469,0.6415
0.7342,0.6961
0.7386,0.7338
0.7121,0.6952
0.6044,0.6942
0.6576,0.7127
0.6388,0.6616
0.779,0.7018
0.6533,0.7017
0.7192,0.7519
0.6333,0.662
0.7649,0.7101
0.7589,0.7495
0.6481,0.6386
0.678,0.6797
0.6791,0.6527
0.6549,0.7608
0.6514,0.6506
0.7718,0.7232
0.6633,0.7013
0.7375,0.6661
0.6701,0.6803
0.65,0.6999
0.6586,0.6802
0.6673,0.6516
0.7051,0.7327
0.6361,0.6781
0.6869,0.6977
0.8316,0.7609
0.6366,0.663
0.6993,0.7366
0.687,0.6724
0.6342,0.665
0.5192,0.5143
0.6235,0.5622
0.5051,0.5585
0.4986,0.5252
0.6187,0.5725
0.6556,0.6044
0.597,0.5531
0.466,0.4848
0.5645,0.6092
0.5546,0.5219
0.6882,0.6165
0.6318,0.5418
0.6876,0.6135
0.6755,0.6287
0.5975,0.5544
0.5827,0.5736
0.6377,0.5778
0.5208,0.5465
0.659,0.5613
0.6322,0.5818
0.6118,0.6055
0.6332,0.605
0.5946,0.5437
0.6229,0.6331
0.4988,0.5691
0.6422,0.5576
0.5925,0.6033
0.5042,0.587
0.5226,0.5897
0.5964,0.5583
0.5136,0.5709
0.5847,0.6109
0.6275,0.6071
0.5062,0.5652
0.5983,0.572
0.6429,0.5833
0.5739,0.5733
0.5482,0.5818
0.4707,0.5036
0.4966,0.5181
0.7395,0.6279
0.4886,0.5799
0.5836,0.6053
0.5718,0.5694
0.5,0.6056
0.5564,0.5853
0.6097,0.575
0.6311,0.5994
0.6231,0.5666
0.629,0.6508
0.5442,0.5792
0.5783,0.6021
0.6155,0.5862
0.577,0.587
0.527,0.5597
0.5926,0.5914
0.6337,0.5939
0.7074,0.6984
0.8255,0.7484
0.7001,0.7487
0.6797,0.703
0.6626,0.7389
0.8459,0.772
0.6556,0.7225
0.7125,0.6577
0.6242,0.6632
0.742,0.7498
0.7199,0.69
0.7588,0.7284
0.6415,0.7159
0.6978,0.6885
0.7431,0.7204
0.686,0.6364
0.7123,0.7145
0.7263,0.6917
0.6062,0.68
0.7542,0.6905
0.6963,0.7012
0.7167,0.7076
0.7715,0.7501
0.7424,0.7282
0.7228,0.7384
0.6974,0.6594
0.6779,0.7142
0.6492,0.7014
0.6656,0.6622
0.7889,0.7313
0.6956,0.686
0.5993,0.6841
0.7493,0.7357
0.5963,0.6583
0.7018,0.7155
0.6885,0.707
0.709,0.7618
0.7263,0.6807
0.7249,0.7099
0.6051,0.6531
0.663,0.7223
0.7736,0.7502
0.7265,0.6895
0.6911,0.6895
0.6968,0.7127
0.684,0.6731
0.6288,0.6964
0.6864,0.6741
0.7513,0.7184
0.85,0.8501
0.85,0.8503
0.849,0.8505
0.853,0.8501
0.8501,0.8503
0.85,0.8505
0.85,0.8501
0.85,0.8503
0.849,0.8505
0.853,0.8501
0.8501,0.8503
0.85,0.8505
0.85,0.8501
0.85,0.8503
0.849,0.8505
0.853,0.8501
0.8501,0.8503
0.85,0.8505
0.85,0.8501
0.85,0.8503
0.849,0.8505
0.853,0.8501
0.8501,0.8503
0.85,0.8505
0.85,0.8501
0.85,0.8503
0.849,0.8505
0.853,0.8501
0.8501,0.8503
0.85,0.8505
0.6845,0.8501
0.5662,0.8503
0.682,0.8505
0.6334,0.6
0.69,0.6872
0.7457,0.7284
0.6274,0.647
0.4745,0.5912
0.6875,0.7154
0.6964,0.6817
0.7218,0.6278
0.6674,0.6707
0.7205,0.7177
0.6068,0.6844
0.6519,0.7016
0.7006,0.6859
0.596,0.6328
0.7342,0.6439
0.6759,0.702
0.6883,0.6858
0.6051,0.6317
0.5941,0.5917
0.5889,0.6648
0.6403,0.6727
0.6033,0.6388
0.7224,0.6925
0.6204,0.621
0.7898,0.6552
0.5881,0.6567
0.6002,0.5889
0.6155,0.6218
0.7377,0.6524
0.6584,0.6321
0.6501,0.6859
0.634,0.6156
0.659,0.6483
0.6681,0.6399
0.667,0.6734
0.625,0.5918
0.5864,0.5607
0.6196,0.6486
0.5986,0.6102
0.5853,0.6352
0.6497,0.6393
0.648,0.6129
0.6106,0.659
0.602,0.6478
0.6259,0.6003
0.6319,0.644
0.6381,0.6156
0.6382,0.6479
0.6705,0.6572
0.663,0.6208
0.7084,0.7174
0.7792,0.6819
0.6248,0.6287
0.6914,0.6741
0.6968,0.6735
0.623,0.6535
0.6964,0.6786
0.6764,0.6659
0.7024,0.6719
0.6673,0.6538
0.6081,0.6504
0.6553,0.6725
0.6763,0.6837
0.6248,0.6536
0.6063,0.6479
0.6468,0.598
0.582,0.641
0.6846,0.6834
0.6369,0.6301
0.5756,0.6468
0.6772,0.6619
0.6513,0.6467
0.6252,0.6173
0.7015,0.68
0.6885,0.6003
0.6341,0.6916
0.6672,0.6546
0.5635,0.603
0.6589,0.6017
0.7248,0.6334
0.5905,0.6233
0.6363,0.6618
0.6643,0.6555
0.5711,0.6062
0.6845,0.6695
0.7109,0.6848
0.7096,0.6365
0.5986,0.6535
0.6079,0.5995
0.6466,0.6326
0.5877,0.6306
0.5646,0.6778
0.7424,0.666
0.7275,0.7844
0.752,0.7155
0.7197,0.7304
0.7187,0.7277
0.6344,0.7156
0.6939,0.6749
0.7565,0.6976
0.7738,0.758
0.7188,0.718
0.7532,0.7537
0.8026,0.7392
0.6735,0.7604
0.7367,0.7393
0.6329,0.7425
0.8218,0.7416
0.7695,0.7539
0.7276,0.7332
0.6898,0.7235
0.7294,0.6768
0.7655,0.6904
0.786,0.7437
0.7133,0.7019
0.7983,0.7266
0.709,0.6881
0.8255,0.7419
0.5904,0.7127
0.7156,0.7241
0.6898,0.7151
0.6966,0.7422
0.6749,0.7061
0.65,0.95
0.65,0.9501
0.65,0.9502
0.65,0.9501
0.65,0.9503
0.65,0.9504
0.8415,0.9507
0.65,0.951
0.65,0.953
0.8589,0.95
0.65,0.9501
0.65,0.9502
0.7711,0.9501
0.7876,0.9503
0.65,0.9504
0.65,0.9507
0.7816,0.951
0.65,0.953
0.65,0.95
0.8034,0.9501
0.65,0.9502
0.65,0.9501
0.8899,0.9503
0.65,0.9504
0.65,0.9507
0.65,0.951
0.65,0.953
0.8584,0.95
0.65,0.9501
0.65,0.9502
0.8576,0.9501
0.65,0.9503
0.65,0.9504
0.65,0.9507
0.65,0.951
0.65,0.953
0.65,0.95
0.65,0.9501
0.65,0.9502
0.8322,0.9501
0.7424,0.9503
0.8202,0.9504
0.8245,0.9507
0.8237,0.951
0.8197,0.953
0.8436,0.95
0.9891,0.9501
0.8555,0.9502
0.8635,0.9501
0.8556,0.9503
0.8594,0.9504
0.8609,0.9507
0.8305,0.951
0.5677,0.953
0.5158,0.5729
0.6081,0.5922
0.6023,0.6088
0.6531,0.6094
0.62,0.6046
0.6607,0.6239
0.65,0.6115
0.5919,0.564
0.5377,0.5537
0.5444,0.5711
0.5472,0.5452
0.5327,0.5602
0.6199,0.5804
0.5731,0.6243
0.6712,0.5527
0.5801,0.5633
0.5786,0.5688
0.5425,0.5949
0.55,0.5733
0.6736,0.6669
0.6176,0.6504
0.7356,0.6774
0.6627,0.6798
0.6769,0.7095
0.749,0.7242
0.6809,0.6706
0.6694,0.6568
0.6915,0.6639
0.7327,0.7557
0.7186,0.6901
0.7322,0.6944
0.6647,0.7026
0.6412,0.7028
0.592,0.7057
0.5926,0.6782
0.5913,0.6456
0.6571,0.6522
0.608,0.667
0.7321,0.7163
0.7453,0.7063
0.6433,0.6342
0.6124,0.6895
0.6238,0.6469
0.6347,0.6612
0.7087,0.6862
0.6686,0.6921
0.7337,0.6867
0.7427,0.7175
0.7263,0.6865
0.6526,0.6793
0.8957,0.9218
1.0188,0.924
0.8335,0.8877
0.9209,0.9135
0.9187,0.9356
1.0043,0.9035
0.9296,0.8698
0.8907,0.9385
0.9979,0.9416
0.9744,0.9638
0.8536,0.9077
0.9128,0.885
0.9564,0.8897
0.889,0.8874
1.0028,0.9207
0.8727,0.8836
0.8287,0.8469
0.5764,0.5947
0.616,0.5813
0.5454,0.5773
0.5929,0.5495
0.6465,0.597
0.6399,0.5547
0.6053,0.6429
0.552,0.5478
0.6226,0.5931
0.6365,0.6075
0.5462,0.5657
0.5476,0.6234
0.5924,0.5823
0.5478,0.565
0.5936,0.6215
0.5266,0.5228
0.5883,0.5607
0.6128,0.6043
0.7287,0.6424
0.5714,0.5519
0.6125,0.6031
0.6157,0.5885
0.6537,0.6326
0.4966,0.5482
0.6581,0.6355
0.5875,0.5462
0.5686,0.5391
0.5125,0.6157
0.4672,0.5447
0.5607,0.5717
0.5551,0.5519
0.5945,0.6054
0.6431,0.6138
0.5556,0.5998
0.5836,0.5568
0.5947,0.6346
0.5957,0.6068
0.5395,0.5719
0.5283,0.5697
0.5662,0.5045
0.5602,0.6076
0.5787,0.5805
0.5899,0.6025
0.5727,0.5663
0.4874,0.5375
0.5458,0.5788
0.4736,0.5485
0.522,0.5529
0.5973,0.6032
0.676,0.6842
0.6976,0.7273
0.8067,0.7377
0.7495,0.7324
0.8144,0.7203
0.7023,0.7
0.773,0.7634
0.7841,0.7285
0.7145,0.7125
0.6723,0.6459
0.7347,0.7406
0.6914,0.6918
0.6557,0.7232
0.7015,0.732
0.7576,0.6814
0.7348,0.7499
0.716,0.7502
0.662,0.7231
0.6044,0.7058
0.7828,0.7627
0.7028,0.751
0.7049,0.7185
0.5912,0.6967
0.7392,0.7307
0.679,0.7049
0.7271,0.6738
0.6244,0.6527
0.6626,0.6643
0.6807,0.6904
0.6054,0.6661
0.6202,0.6264
0.6157,0.639
0.6801,0.6288
0.641,0.6247
0.6242,0.6412
0.8568,0.7404
0.6273,0.6098
0.7675,0.6828
0.7258,0.6587
0.7531,0.6621
0.6539,0.6294
0.5957,0.653
0.6837,0.6122
0.674,0.6664
0.6615,0.658
0.6255,0.6124
0.6352,0.7018
0.6807,0.6469
0.7263,0.6667
0.7445,0.7013
0.6669,0.6819
0.5968,0.6473
0.5969,0.6289
0.6982,0.6592
0.5769,0.5877
0.5846,0.6001
0.5993,0.5617
0.6004,0.5586
0.6091,0.5876
0.5378,0.5862
0.5731,0.5951
0.5368,0.5662
0.5237,0.5827
0.6842,0.6277
0.5264,0.5904
0.5025,0.5218
0.581,0.5621
0.6135,0.5363
0.5919,0.5589
0.562,0.5359
0.6361,0.6094
0.6085,0.5526
0.5567,0.5992
0.5221,0.548
0.5956,0.573
0.5351,0.5319
0.5989,0.5647
0.4727,0.5324
0.5792,0.586
0.5848,0.5727
0.5289,0.5133
0.579,0.559
0.5736,0.5209
0.478,0.5073
0.5627,0.5132
0.5199,0.5181
0.5148,0.542
0.5507,0.5654
0.5741,0.4933
0.6937,0.6329
0.4776,0.5164
0.6099,0.5615
0.5545,0.4925
0.4763,0.4989
0.4501,0.4952
0.4797,0.5596
0.5366,0.5635
0.4925,0.4875
0.5532,0.5797
0.5404,0.5175
0.5785,0.5628
0.5488,0.5406
0.5674,0.5656
0.701,0.901
0.699,0.9007
0.7022,0.9004
0.7011,0.9003
0.703,0.903
0.6861,0.8999
0.701,0.8989
0.699,0.9021
0.7022,0.901
0.7011,0.9007
0.703,0.9004
0.6861,0.9003
0.701,0.903
0.699,0.8999
0.7022,0.8989
0.7011,0.9021
0.703,0.901
0.6861,0.9007
0.701,0.9004
0.699,0.9003
0.7022,0.903
0.7011,0.8999
0.703,0.8989
0.6861,0.9021
0.701,0.901
0.699,0.9007
0.7022,0.9004
0.7011,0.9003
0.703,0.903
0.6861,0.8999
0.701,0.8989
0.699,0.9021
0.7022,0.901
0.7011,0.9007
0.703,0.9004
0.6861,0.9003
0.6514,0.903
0.5855,0.8999
0.6905,0.8989
0.5976,0.9021
0.5602,0.5962
0.544,0.5992
0.5962,0.5941
0.6202,0.5835
0.6064,0.5503
0.6214,0.6322
0.5801,0.575
0.676,0.6542
0.6103,0.6256
0.5602,0.6112
0.715,0.6142
0.59,0.5572
0.5451,0.5869
0.5966,0.5784
0.5524,0.6261
0.6284,0.5804
0.5357,0.6324
0.5805,0.6013
0.4975,0.5367
0.6214,0.6158
0.5339,0.5905
0.6161,0.5853
0.6514,0.5813
0.5652,0.621
0.6178,0.5754
0.654,0.597
0.5509,0.5972
0.5293,0.5507
0.4611,0.527
0.5968,0.6043
0.5669,0.5932
0.5014,0.6104
0.5705,0.6291
0.5226,0.5739
0.4824,0.5539
0.6234,0.657
0.5466,0.5727
0.4858,0.5895
0.5884,0.6395
0.7067,0.6661
0.6138,0.6535
0.6328,0.6688
0.6674,0.672
0.6283,0.6318
0.6543,0.6704
0.5286,0.5708
0.6805,0.6142
0.7243,0.6506
0.6354,0.5781
0.5796,0.5873
0.5603,0.6102
0.5792,0.6171
0.8026,0.6469
0.5445,0.6165
0.5689,0.5753
0.5401,0.5847
0.6066,0.6387
0.5804,0.6125
0.5919,0.5988
0.7566,0.6408
0.6608,0.6326
0.504,0.582
0.584,0.609
0.5133,0.6013
0.965,0.8808
0.8187,0.8557
0.8797,0.8767
0.8279,0.8162
0.9459,0.905
0.7938,0.8068
0.7722,0.8221
0.8132,0.8192
0.7605,0.8338
0.8938,0.814
0.8149,0.8167
0.8546,0.8522
0.6257,0.6043
0.5337,0.5585
0.5447,0.5424
0.4671,0.5459
0.5159,0.5268
0.5597,0.5793
0.507,0.5363
0.494,0.4857
0.5877,0.5367
0.5342,0.5112
0.47,0.5308
0.5277,0.5542
0.4987,0.4778
0.5627,0.5496
0.5542,0.5313
0.4935,0.4768
0.4937,0.5592
0.4448,0.5345
0.5329,0.556
0.5025,0.5135
0.5497,0.52
0.6055,0.5236
0.5659,0.5221
0.6448,0.6184
0.5862,0.5738
0.5752,0.6086
0.5442,0.577
0.695,0.6235
0.5807,0.5856
0.7027,0.6979
0.747,0.6672
0.7001,0.6409
0.7087,0.6773
0.717,0.6737
0.774,0.6857
0.7201,0.7014
0.7009,0.6453
0.585,0.6177
0.6795,0.6584
0.6891,0.6908
0.5906,0.6517
0.6481,0.6482
0.7177,0.6755
0.6928,0.6764
0.6666,0.699
0.6825,0.6291
0.6421,0.6464
0.6784,0.6652
0.6704,0.6254
0.687,0.6675
0.7211,0.6954
0.6233,0.6561
0.7437,0.6501
0.6457,0.6691
0.6887,0.6577
0.5119,0.6021
0.7127,0.6738
0.7117,0.6649
0.6748,0.6487
0.6813,0.6291
0.6765,0.6831
0.6957,0.6526
0.5177,0.6293
0.995,0.7617
